language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56
surs1246,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kand1301,-,-,-,-,i,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,d,o,k,a,b,o,-,r,-,o,-,-,-,-,-,-
kuan1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,o,k,-,-,-,-,o,-,-,-,-,-,-
mini1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,o,k,-,-,-,-,o,-,-,-,-,-,-
bilu1244,-,-,-,-,i,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,a,b,o,r,n,o,i,-,-,-,-,-,-
tiga1245,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,t,-,a,-,-,p,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,v,-,i,-,-,l,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,r,-,a,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,r,-,a,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,r,-,a,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tian1237,-,-,-,-,l,-,a,-,-,k,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nali1244,-,-,-,-,z,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,t,p,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,t,p,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lele1267,-,p,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
lele1267,-,p,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nama1268,-,b,i,-,h,-,-,-,-,-,-,a,-,-,-,-,7,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-
nama1268,-,b,i,-,h,-,-,-,-,-,-,a,-,-,-,-,7,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-
lewo1242,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,m,w,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,w,a,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
lewo1242,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,m,w,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,w,a,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
lame1260,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,E,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
lame1260,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,E,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
bier1244,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,-,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
bier1244,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,-,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
baki1244,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,n,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
baki1244,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,n,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bier1246,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,p,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2839,-,-,-,-,w,-,-,-,-,-,-,3,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
sout2859,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,h,b,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,h,b,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
seke1241,-,-,-,-,7,-,o,-,-,-,-,o,-,-,-,-,h,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
seke1241,-,-,-,-,7,-,o,-,-,-,-,o,-,-,-,-,h,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
saaa1241,-,-,-,-,p,-,n,-,-,-,-,i,-,-,-,-,s,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mara1399,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bign1238,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,e,p,-,-,-,p,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bign1238,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,e,p,-,-,-,p,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nese1235,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-
mpot1241,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,m,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mpot1241,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,m,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mpot1241,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-
mpot1241,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-
malu1245,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,h,-,-,i,-,-,-,-,p,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-
malu1245,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,h,-,-,i,-,-,-,-,p,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-
malu1245,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,-,-,-,-,s,-
malu1245,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,-,-,-,-,s,-
malu1245,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,-,-,-,-,s,-
maee1241,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,n,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,d,-,-,i,-,-,-,n,-,i,-,-,-,-,-,-
maee1241,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,n,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,d,-,-,i,-,-,-,n,-,i,-,-,-,-,-,-
vaoo1237,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,E,-,t,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nasa1240,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,u,s,-,n,-,b,i,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasa1240,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,u,s,-,n,-,b,i,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dixo1238,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,u,s,-,n,-,b,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,v,u,-,r,a
lete1241,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,i,s,-,-,-,-,i,-,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,s,-
lete1241,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,i,s,-,-,-,-,i,-,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,s,-
labo1244,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,s,-,n,-,b,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
labo1244,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,s,-,n,-,b,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,v,-,-,-,-,-,-,i,-,-,-,-,-,b,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,x,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vinm1237,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,-,s,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vinm1237,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,-,s,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lare1249,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-
malf1237,-,i,o,-,r,-,-,-,-,-,-,-,-,-,-,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malf1237,-,i,o,-,r,-,-,-,-,-,-,-,-,-,-,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
navw1234,-,-,a,-,s,-,-,-,-,-,-,i,-,-,-,-,n,b,-,-,-,-,-,-,u,-,-,r,i,s,i,s,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-
navw1234,-,-,a,-,s,-,-,-,-,-,-,i,-,-,-,-,n,b,-,-,-,-,-,-,u,-,-,r,i,s,i,s,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-
nati1244,-,-,n,-,d,-,-,-,-,-,-,u,-,-,p,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nati1244,-,-,n,-,d,-,-,-,-,-,-,u,-,-,p,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ling1265,-,-,-,-,t,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,a,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ling1265,-,-,-,-,t,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,a,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,t,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,t,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nisv1234,-,-,-,-,t,-,-,-,-,-,-,a,m,-,s,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nisv1234,-,-,-,-,t,-,-,-,-,-,-,a,m,-,s,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nasv1234,-,-,-,-,t,-,-,-,-,-,-,a,m,u,s,i,n,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,-,-,-,-,t,-,-,-,-,-,-,a,m,u,s,i,n,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,n,-,-,-,t,-,-,-,-,-,-,a,m,u,S,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,g,-,-,a,-,-,-,m,-,E,-,-,-,-,t,S
nasv1234,n,-,-,-,t,-,-,-,-,-,-,a,m,u,S,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,g,-,-,a,-,-,-,m,-,E,-,-,-,-,t,S
axam1237,-,-,-,-,t,-,-,-,-,-,-,a,m,i,s,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
axam1237,-,-,-,-,t,-,-,-,-,-,-,a,m,i,s,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
avok1244,-,-,-,-,t,-,-,-,-,-,-,a,m,i,s,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
avok1244,-,-,-,-,t,-,-,-,-,-,-,a,m,i,s,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
port1285,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,N,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mask1242,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mask1242,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mask1242,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mask1242,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
aulu1238,n,b,u,-,l,-,-,-,-,-,-,e,-,-,s,a,t,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-
aulu1238,n,b,u,-,l,-,-,-,-,-,-,e,-,-,s,a,t,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-
aulu1238,-,m,u,-,-,-,-,-,-,-,-,-,-,-,s,-,n,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,m,u,-,-,-,-,-,-,-,-,-,-,-,s,-,n,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bwen1239,n,b,u,-,l,-,-,-,-,-,-,a,-,-,s,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bwen1239,n,b,u,-,l,-,-,-,-,-,-,a,-,-,s,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
burm1263,-,-,-,-,r,-,-,-,-,-,-,a,-,-,s,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
burm1263,-,-,-,-,r,-,-,-,-,-,-,a,-,-,s,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rere1240,-,-,-,-,n,-,b,-,-,-,-,E,-,-,r,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rere1240,-,-,-,-,n,-,b,-,-,-,-,E,-,-,r,-,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
unua1237,-,-,-,-,r,-,-,-,-,-,-,e,-,-,r,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
unua1237,-,-,-,-,r,-,-,-,-,-,-,e,-,-,r,i,n,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
navu1237,-,-,i,-,l,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
navu1237,-,-,i,-,l,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tial1239,-,-,i,-,l,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tial1239,-,-,i,-,l,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
akei1237,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,e,-,-,-,-,-,i,-,-,-,-,a,-
akei1237,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,e,-,-,-,-,-,i,-,-,-,-,a,-
fort1240,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,e,-,-,-,-,-,i,-,-,-,-,a,-
fort1240,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,e,-,-,-,-,-,i,-,-,-,-,a,-
mere1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
